,index,Unnamed: 0,graph,cnmr,smiles
11287,11301,11301,020040342.pickle,020040342.csv,C1(=C(C(=C(C(=C1C(=O)C([H])([H])[H])[H])Cl)Cl)[H])[H]
11288,11302,11302,020040343.pickle,020040343.csv,C1(=C(C(=C(C(=C1C(=O)O[H])[N+](=O)[O-])[H])Cl)[H])[H]
11289,11303,11303,020040344.pickle,020040344.csv,C1(=C(C(=C(C(=C1OC(C([H])([H])[H])(C(=O)O[H])[H])C([H])([H])[H])[H])Cl)[H])[H]
11290,11304,11304,020040345.pickle,020040345.csv,C1(=C(C(=C(C(=C1C(=O)O[H])OC([H])([H])[H])[H])OC([H])([H])[H])[H])[H]
11291,11305,11305,020040346.pickle,020040346.csv,C1(=C(C(=C(C(=C1C(=O)O[H])OC([H])([H])[H])[H])[H])OC([H])([H])[H])[H]
11292,11306,11306,020040347.pickle,020040347.csv,C1(=C(C(=C(C(=C1C(=C(C(=O)O[H])[H])[H])[H])Cl)[H])[H])[H]
11293,11307,11307,020040348.pickle,020040348.csv,C1(=C(C(=C(C(=C1C(C(=O)O[H])([H])[H])[H])Cl)[H])[H])[H]
11294,11308,11308,020040349.pickle,020040349.csv,C1(=C(C(=C(C(=C1C(=C(C(=O)O[H])[H])[H])[H])[H])Cl)[H])[H]
11295,11309,11309,020040350.pickle,020040350.csv,C1(=C(C(=C(C(=C1C(C(=O)O[H])([H])[H])[H])[H])Cl)[H])[H]
11296,11310,11310,020040351.pickle,020040351.csv,C1(=C(C(=C(C(=C1N([H])[H])C(C([H])([H])[H])([H])[H])[H])[H])[H])C(C([H])([H])[H])([H])[H]
11297,11311,11311,020040352.pickle,020040352.csv,C1(=C(C(=C(C(=C1C(=C([H])[H])[H])Cl)[H])[H])[H])Cl
11298,11312,11312,020040353.pickle,020040353.csv,C1(=C(C(=C(C(=C1C(=O)O[H])[H])Br)[H])I)[H]
11299,11313,11313,020040354.pickle,020040354.csv,C1(=C(C(=C(C(=C1C([H])([H])[H])N([H])[H])[H])[H])[H])O[H]
11300,11314,11314,020040355.pickle,020040355.csv,C1(=C(C(=C(C(=C1N([H])[H])C([H])([H])[H])[H])[H])[H])O[H]
11301,11315,11315,020040356.pickle,020040356.csv,C1(=C(C(=C(C(=C1C#N)Cl)[H])O[H])[H])[H]
11302,11316,11316,020040357.pickle,020040357.csv,C1(=C(C(=C(C(=C1Cl)N([H])[H])[H])OC([H])([H])[H])[H])[H]
11303,11317,11317,020040358.pickle,020040358.csv,C1(=C(C(=C(C(=C1C(=O)O[H])OC([H])([H])[H])[H])N([H])[H])Cl)[H]
11304,11318,11318,020040359.pickle,020040359.csv,C1(=C(C(=C(C(=C1C(O[H])(C(=O)O[H])[H])[H])[H])OC([H])([H])[H])O[H])[H]
11305,11319,11319,020040360.pickle,020040360.csv,C1(=C(C(=C(C(=C1C(O[H])(C(=O)O[H])[H])[H])[H])O[H])OC([H])([H])[H])[H]
11306,11320,11320,020040361.pickle,020040361.csv,C1(=C(C(=C(C(=C1C(=O)O[H])Br)[H])[H])OC([H])([H])[H])[H]
11307,11321,11321,020040362.pickle,020040362.csv,C1(=C(C(=C(C(=C1C(=O)O[H])[H])[H])OC([H])([H])[H])F)[H]
11308,11322,11322,020040363.pickle,020040363.csv,C1(=C(C(=C(C(=C1N([H])[H])Cl)[H])F)[H])[H]
11309,11323,11323,020040364.pickle,020040364.csv,C1(=C(C(=C(C(=C1F)Cl)[H])N([H])[H])[H])[H]
11310,11324,11324,020040365.pickle,020040365.csv,C1(=C(C(=C(C(=C1N([H])[H])F)[H])Cl)[H])[H]
11311,11325,11325,020040366.pickle,020040366.csv,C1(=C(C(=C(C(=C1N([H])[H])Cl)[H])[H])C(F)(F)F)[H]
11312,11326,11326,020040367.pickle,020040367.csv,C1(=C(C(=C(C(=C1C(=O)O[H])O[H])[H])N(C(C([H])([H])[H])([H])[H])C(C([H])([H])[H])([H])[H])[H])[H]
11313,11327,11327,020040368.pickle,020040368.csv,C1(=C(C(=C(C(=C1C(=O)[H])O[H])[H])[H])C([H])([H])[H])[H]
11314,11328,11328,020040369.pickle,020040369.csv,C1(=C(C(=C(C(=C1C(C(=O)O[H])([H])[H])[H])[H])OC([H])([H])[H])OC([H])([H])[H])[H]
11315,11329,11329,020040370.pickle,020040370.csv,C1(=C(C(=C(C(=C1C(=C(C(=O)O[H])[H])[H])OC([H])([H])[H])[H])[H])OC([H])([H])[H])[H]
11316,11330,11330,020040371.pickle,020040371.csv,C1(=C(C(=C(C(=C1C(=C(C(=O)O[H])[H])[H])[H])[H])OC([H])([H])[H])OC([H])([H])[H])[H]
11317,11331,11331,020040372.pickle,020040372.csv,C1(=C(C(=C(C(=C1C(=O)O[H])[H])[H])OC(C([H])([H])[H])([H])[H])OC(C([H])([H])[H])([H])[H])[H]
11318,11332,11332,020040373.pickle,020040373.csv,C1(=C(C(=C(C(=C1C(=C(C(=O)O[H])[H])[H])OC([H])([H])[H])[H])OC([H])([H])[H])[H])[H]
11319,11333,11333,020040374.pickle,020040374.csv,C1(=C(C(=C(C(=C1C(C(C(=O)O[H])([H])[H])([H])[H])[H])[H])OC([H])([H])[H])OC([H])([H])[H])[H]
11320,11334,11334,020040375.pickle,020040375.csv,C1(=C(C(=C(C(=C1C(C(O[H])=O)([H])[H])OC([H])([H])[H])[H])[H])OC([H])([H])[H])[H]
11321,11335,11335,020040376.pickle,020040376.csv,C1(=C(C(=C(C(=C1O[H])Cl)[H])[H])O[H])[H]
11322,11336,11336,020040377.pickle,020040377.csv,C1(=C(C(=C(C(=C1Cl)Cl)[H])[H])O[H])[H]
11323,11337,11337,020040378.pickle,020040378.csv,C1(=C(C(=C(C(=C1C(Cl)([H])[H])Cl)[H])Cl)[H])[H]
11324,11338,11338,020040379.pickle,020040379.csv,C1(=C(C(=C(C(=C1C(Cl)([H])[H])[H])[H])Cl)Cl)[H]
11325,11339,11339,020040380.pickle,020040380.csv,C1(=C(C(=C(C(=C1C(=C(C(=O)O[H])[H])[H])Cl)[H])[H])[H])[H]
11326,11340,11340,020040381.pickle,020040381.csv,C1(=C(C(=C(C(=C1C(C(C(C(=O)O[H])([H])[H])([H])[H])=O)[H])[H])Cl)[H])[H]
11327,11341,11341,020040382.pickle,020040382.csv,C1(=C(C(=C(C(=C1C(C(=O)O[H])([H])[H])[H])[H])[H])[H])Cl
11328,11342,11342,020040383.pickle,020040383.csv,C1(=C(C(=C(C(=C1N([H])[H])C(C([H])([H])[H])([H])[H])[H])[H])[H])C([H])([H])[H]
11329,11343,11343,020040384.pickle,020040384.csv,C1(=C(C(=C(C(=C1OC([H])([H])[H])[H])[H])[H])OC([H])([H])[H])C(=O)Cl
11330,11344,11344,020040385.pickle,020040385.csv,C1(=C(C(=C(C(=C1C(=O)[H])O[H])[H])[H])Br)[H]
11331,11345,11345,020040386.pickle,020040386.csv,C1(=C(C(=C(C(=C1C(=O)O[H])C([H])([H])[H])OC(=O)C([H])([H])[H])[H])[H])[H]
11332,11346,11346,020040387.pickle,020040387.csv,C1(=C(C(=C(C(=C1C(=C(C(=O)O[H])[H])[H])OC([H])([H])[H])[H])[H])Br)[H]
11333,11347,11347,020040388.pickle,020040388.csv,C1(=C(C(=C(C(=C1C(N([H])[H])([H])[H])F)[H])[H])[H])F
11334,11348,11348,020040389.pickle,020040389.csv,C1(=C(C(=C(C(=C1N([H])[H])C([H])([H])[H])[H])[H])[H])C(C([H])([H])[H])(C([H])([H])[H])[H]
11335,11349,11349,020040390.pickle,020040390.csv,C1(=C(C(=C(C(=C1C(OC([H])([H])[H])=O)N([H])[H])[H])C(=O)OC([H])([H])[H])[H])[H]
11336,11350,11350,020040391.pickle,020040391.csv,C1(=C(C(=C(C(=C1O[H])N([H])[H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])[H]
11337,11351,11351,020040392.pickle,020040392.csv,C1(=C(C(=C(C(=C1O[H])N([H])[H])[H])[H])C([H])([H])[H])[H]
11338,11352,11352,020040393.pickle,020040393.csv,C1(=C(C(=C(C(=C1O[H])C([H])([H])[H])[H])[H])N([H])[H])[H]
11339,11353,11353,020040394.pickle,020040394.csv,C1(=C(C(=C(C(=C1C(=O)N(C(C(O[H])([H])[H])([H])[H])[H])O[H])[H])[H])O[H])[H]
11340,11354,11354,020040395.pickle,020040395.csv,C1(=C(C(=C(C(=C1C(=O)N(C(C(O[H])([H])[H])([H])[H])[H])O[H])[H])O[H])[H])[H]
11341,11355,11355,020040396.pickle,020040396.csv,C1(=C(C(=C(C(=C1C(=O)[H])C([H])([H])[H])F)[H])[H])[H]
11342,11356,11356,020040397.pickle,020040397.csv,C1(=C(C(=C(C(=C1C#N)C([H])([H])[H])[H])[H])[H])Cl
11343,11357,11357,020040398.pickle,020040398.csv,C1(=C(C(=C(C(=C1C(=O)C([H])([H])[H])O[H])[H])O[H])[H])[H]
11344,11358,11358,020040399.pickle,020040399.csv,C1(=C(C(=C(C(=C1C(=O)C([H])([H])[H])O[H])[H])[H])O[H])[H]
11345,11359,11359,020040400.pickle,020040400.csv,C1(=C(C(=C(C(=C1C(=O)O[H])[H])OC([H])([H])[H])[H])OC([H])([H])[H])[H]
11346,11360,11360,020040401.pickle,020040401.csv,C1(=C(C(=C(C(=C1C(=O)O[H])C(=O)O[H])[H])[H])[H])[N+](=O)[O-]
11347,11361,11361,020040402.pickle,020040402.csv,C1(=C(C(=C(C(=C1N([H])[H])Br)[H])[H])[H])Br
11348,11362,11362,020040403.pickle,020040403.csv,C1(=C(C(=C(C(=C1C(=O)[H])C([H])([H])[H])[H])[H])[H])C([H])([H])[H]
11349,11363,11363,020040405.pickle,020040405.csv,C1(=C(C(=C(C(=C1C(=O)[H])C([H])([H])[H])C([H])([H])[H])[H])[H])[H]
11350,11364,11364,020040406.pickle,020040406.csv,C1(=C(C(=C(C(=C1C(=O)OC([H])([H])[H])Cl)[H])[H])Cl)[H]
11351,11365,11365,020040407.pickle,020040407.csv,C1(=C(C(=C(C(=C1C#N)N([H])[H])[H])[H])[H])F
11352,11366,11366,020040408.pickle,020040408.csv,C1(=C(C(=C(S1)[H])[H])C(=O)[H])C(=O)[H]
11353,11367,11367,020040409.pickle,020040409.csv,C1(=C(C(=C(S1)C(=O)[H])[H])[H])C(=O)[H]
11354,11368,11368,020040410.pickle,020040410.csv,C1(=C(C(=C(C(=C1C(=O)OC([H])([H])[H])Cl)[H])C(=O)OC([H])([H])[H])Cl)[H]
11355,11369,11369,020040411.pickle,020040411.csv,C1(=C(C(=C(C(=C1C#N)Cl)[H])[H])[H])F
11356,11370,11370,020040412.pickle,020040412.csv,C1(=C(C(=C(C(=C1N([H])[H])[H])C(C([H])([H])[H])(C([H])([H])[H])C(C([H])([H])[H])([H])[H])[H])[H])O[H]
11357,11371,11371,020040413.pickle,020040413.csv,C1(=C(C(=C(C(=C1C(=O)O[H])Cl)Cl)[H])Cl)[H]
11358,11372,11372,020040414.pickle,020040414.csv,C1(=C(C(=C(C(=C1C(O[H])=O)Cl)[H])Cl)[H])Cl
11359,11373,11373,020040415.pickle,020040415.csv,C1(=C(C(=C(C(=C1C([H])([H])[H])Cl)[H])[H])[H])Cl
11360,11374,11374,020040416.pickle,020040416.csv,C1(=C(C(=C(C(=C1N([H])[H])C([H])([H])[H])[H])[H])[H])N([H])[H]
11361,11375,11375,020040417.pickle,020040417.csv,C1(=C(C(=C(C(=C1C(O[H])([H])[H])F)[H])[H])F)[H]
11362,11376,11376,020040419.pickle,020040419.csv,C1(=C(C(=C(C(=C1N([H])[H])C([H])([H])[H])[H])[H])O[H])[H]
11363,11377,11377,020040420.pickle,020040420.csv,C1(=C(C(=C(C(=C1C#N)C#N)[H])[H])N([H])[H])[H]
11364,11378,11378,020040421.pickle,020040421.csv,C1(=C(C(=C(C(=C1N([H])[H])O[H])[H])[H])C([H])([H])[H])[H]
11365,11379,11379,020040422.pickle,020040422.csv,C1(=C(C(=C(C(=C1C([H])([H])[H])O[H])[H])[H])N([H])[H])[H]
11366,11380,11380,020040423.pickle,020040423.csv,C1(=C(C(=C(C(=C1C([H])([H])[H])N([H])[H])[H])[H])O[H])[H]
11367,11381,11381,020040424.pickle,020040424.csv,C1(=C(C(=C(C(=C1Cl)O[H])[H])[H])F)[H]
11368,11382,11382,020040425.pickle,020040425.csv,C1(=C(C(=C(C(=C1C(O[H])(C([H])([H])[H])[H])F)[H])[H])[H])F
11369,11383,11383,020040426.pickle,020040426.csv,C1(=C(C(=C(C(=C1C(C([H])([H])[H])=O)C([H])([H])[H])[H])O[H])[H])[H]
11370,11384,11384,020040427.pickle,020040427.csv,C1(=C(C(=C(C(=C1C(=C(C(=O)O[H])[H])[H])[H])OC([H])([H])[H])[H])OC([H])([H])[H])[H]
11371,11385,11385,020040428.pickle,020040428.csv,C1(=C(C(=C(C(=C1O[H])OC([H])([H])[H])[H])[H])[H])C(O[H])([H])[H]
11372,11386,11386,020040429.pickle,020040429.csv,C1(=C(C(=C(C(=C1C(C([H])([H])[H])=O)O[H])[H])[H])C([H])([H])[H])[H]
11373,11387,11387,020040430.pickle,020040430.csv,C1(=C(C(=C(C(=C1N=C=O)Cl)[H])[H])[H])Cl
11374,11388,11388,020040431.pickle,020040431.csv,C1(=C(C(=C(C(=C1C(C([H])([H])[H])=O)[H])C([H])([H])[H])O[H])[H])[H]
11375,11389,11389,020040432.pickle,020040432.csv,C1(=C(C(=C(C(=C1Cl)Br)[H])[H])[H])Cl
11376,11390,11390,020040433.pickle,020040433.csv,C1(=C(C(=C(C(=C1Cl)Cl)[H])[H])[H])I
11377,11391,11391,020040434.pickle,020040434.csv,C1(=C(C(=C(C(=C1F)Cl)[H])[H])[H])Cl
11378,11392,11392,020040435.pickle,020040435.csv,C1(=C(C(=C(C(=C1O[H])C(C([H])([H])[H])(C([H])([H])[H])[H])[H])[H])[H])C(C([H])([H])[H])(C([H])([H])[H])[H]
11379,11393,11393,020040436.pickle,020040436.csv,C1(=C(C(=C(C(=C1Br)O[H])[H])[H])Cl)[H]
11380,11394,11394,020040437.pickle,020040437.csv,C1(=C(C(=C(C(=C1C(=O)O[H])[H])[H])C(Cl)([H])[H])[H])[H]
11381,11395,11395,020040438.pickle,020040438.csv,C1(=C(C(=C(C(=C1F)O[H])[H])[H])Cl)[H]
11382,11396,11396,020040439.pickle,020040439.csv,C1(=C(C(=C(C(=C1Cl)F)[H])[H])O[H])[H]
11383,11397,11397,020040440.pickle,020040440.csv,C1(=C(C(=C(C(=C1F)Cl)[H])[H])O[H])[H]
11384,11398,11398,020040441.pickle,020040441.csv,C1(=C(C(=C(C(=C1C(=O)O[H])O[H])[H])[H])N2C(=C(C(=C2[H])[H])[H])[H])[H]
11385,11399,11399,020040442.pickle,020040442.csv,C=1(C(=C(C(=C(C1OC([H])([H])[H])[H])C=2C(=C(C(=C(C2[H])OC([H])([H])[H])N([H])[H])[H])[H])[H])[H])N([H])[H]
11386,11400,11400,020040443.pickle,020040443.csv,C1(=C(C(=C(C(=C1C(=O)C([H])([H])[H])F)[H])[H])[H])F
11387,11401,11401,020040693.pickle,020040693.csv,C1(=C(C(=C(C(=C1C(C#N)([H])[H])Cl)[H])[H])[H])F
11388,11402,11402,020040694.pickle,020040694.csv,C1(=C(C(=C(C(=C1C(O[H])(C(C([H])([H])[H])(N([H])[H])[H])[H])[H])[H])O[H])O[H])[H]
11389,11403,11403,020040695.pickle,020040695.csv,C1(=C(C(=C(C(=C1C(C(Cl)(C#N)[H])([H])[H])[H])[H])[H])Cl)C([H])([H])[H]
11390,11404,11404,020040696.pickle,020040696.csv,C1(=C(C(=NC(=C1[H])Cl)Cl)[H])C(=O)O[H]
11391,11405,11405,020040697.pickle,020040697.csv,C1(=C(C(=NC(=C1[H])Cl)[H])C(=O)O[H])[H]
11392,11406,11406,020040698.pickle,020040698.csv,C1(=C(C(=C(C(=C1C(=O)Cl)[H])[H])OC([H])([H])[H])OC([H])([H])[H])[H]
11393,11407,11407,020040699.pickle,020040699.csv,C1(=C(C(=NC(=C1[H])N([H])[H])[H])C(=O)O[H])[H]
11394,11408,11408,020040700.pickle,020040700.csv,C1(=C(C(=C(C(=C1C(=O)O[H])[H])Cl)O[H])Cl)[H]
11395,11409,11409,020040701.pickle,020040701.csv,C1(=C(C(=C(C(=C1C(=O)O[H])O[H])Cl)[H])Cl)[H]
11396,11410,11410,020040702.pickle,020040702.csv,C1(=C(C(=C(C(=C1C(=O)O[H])N([H])[H])C([H])([H])[H])[H])C([H])([H])[H])[H]
11397,11411,11411,020040703.pickle,020040703.csv,C1(=C(C(=C(C(=C1C(=O)OC([H])([H])[H])[H])I)N([H])[H])[H])[H]
11398,11412,11412,020040704.pickle,020040704.csv,C1(=C(C(=C(C(=C1Cl)[H])O[H])[H])Cl)[H]
11399,11413,11413,020040705.pickle,020040705.csv,C1(=C(C(=C(C(=C1C(=O)O[H])C([H])([H])[H])[N+](=O)[O-])[H])[H])[H]
11400,11414,11414,020040706.pickle,020040706.csv,C1(=C(C(=C(C(=C1C([H])([H])[H])[N+]([O-])=O)C(=O)O[H])[H])[H])[H]
11401,11415,11415,020040707.pickle,020040707.csv,C1(=C(C(=C(C(=C1C(=O)O[H])[N+](=O)[O-])[H])[H])[H])C([H])([H])[H]
11402,11416,11416,020040708.pickle,020040708.csv,C1(=C(C(=C(C(=C1C(=O)O[H])[H])O[H])[N+](=O)[O-])[H])[H]
11403,11417,11417,020040709.pickle,020040709.csv,C1(=C(C(=C(C(=C1C(O[H])=O)O[H])[H])[H])[N+](=O)[O-])[H]
11404,11418,11418,020040710.pickle,020040710.csv,C1(=C(C(=C(C(=C1C(C(O[H])([H])[H])(O[H])[H])[H])[H])O[H])O[H])[H]
11405,11419,11419,020040711.pickle,020040711.csv,C1(=C(C(=C(C(=C1C(O[H])([H])[H])O[H])[H])[H])Br)[H]
11406,11420,11420,020040712.pickle,020040712.csv,C1(=C(C(=C(C(=C1C(C#N)([H])[H])[H])[H])Cl)Cl)[H]
11407,11421,11421,020040714.pickle,020040714.csv,C1(=C(C(=C(C(=C1C#N)N([H])[H])[H])C([H])([H])[H])[H])[H]
11408,11422,11422,020040715.pickle,020040715.csv,C1(=C(C(=C(C(=C1C(=O)[H])[H])[H])C([H])([H])[H])F)[H]
11409,11423,11423,020040716.pickle,020040716.csv,C=1(C(=C(C(=C(C1[H])[H])C2=C(C(=C(C(=C2[H])[H])O[H])[H])[H])[H])[H])C(=O)O[H]
11410,11424,11424,020040717.pickle,020040717.csv,C1(=C(C(=C(C(=C1C([H])([H])[H])F)[H])[H])[H])N([H])[H]
11411,11425,11425,020040718.pickle,020040718.csv,C1(=C(C(=C(C(=C1C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])N([H])[H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])[H]
11412,11426,11426,020040719.pickle,020040719.csv,C1(=C(C(=C(C(=C1Cl)Cl)[H])[H])[H])OC([H])([H])[H]
11413,11427,11427,020040720.pickle,020040720.csv,C1(=C(C(=C(C(=C1OC([H])([H])[H])Cl)[H])[H])[H])Cl
11414,11428,11428,020040721.pickle,020040721.csv,C1(=C(C(=C(C(=C1OC([H])([H])[H])O[H])[H])N([H])[H])[H])[H]
11415,11429,11429,020040722.pickle,020040722.csv,C1(=C(C(=C(C(=C1C(=O)C([H])([H])[H])O[H])[H])[H])Br)[H]
11416,11430,11430,020040723.pickle,020040723.csv,C1(=C(C(=C(C(=C1C(=O)C([H])([H])[H])O[H])[H])F)[H])[H]
11417,11431,11431,020040724.pickle,020040724.csv,C1(=C(C(=NC(=C1C(O[H])=O)[H])Cl)Cl)[H]
11418,11432,11432,020040725.pickle,020040725.csv,C1(=C(C(=C(C(=C1C(O[H])=O)C(=O)O[H])[H])[H])[N+](=O)[O-])[H]
11419,11433,11433,020040726.pickle,020040726.csv,C1(=C(C(=C(C(=C1C(O[H])=O)[N+](=O)[O-])[H])C(=O)O[H])[H])[H]
11420,11434,11434,020040727.pickle,020040727.csv,C1(=C(C(=C(C(=C1C(O[H])=O)[N+](=O)[O-])[H])[N+](=O)[O-])[H])[H]
11421,11435,11435,020040728.pickle,020040728.csv,C1(=C(C(=C(C(=C1C(O[H])=O)[H])[H])[N+](=O)[O-])[N+](=O)[O-])[H]
11422,11436,11436,020040729.pickle,020040729.csv,C1(=C(C(=C(C(=C1C(C(=O)O[H])([H])[H])[H])[H])O[H])[N+](=O)[O-])[H]
11423,11437,11437,020040730.pickle,020040730.csv,C1(=C(C(=C(C(=C1C(N([H])[H])=O)[H])[H])[H])N([H])[H])[H]
11424,11438,11438,020040731.pickle,020040731.csv,C1(=C(C(=C(C(=C1C(C([H])([H])[H])=O)[H])O[H])[H])O[H])[H]
11425,11439,11439,020040732.pickle,020040732.csv,C1(=C(C(=C(C(=C1C(N([H])[H])=O)[H])[H])N([H])[H])[H])[H]
11426,11440,11440,020040733.pickle,020040733.csv,C1(=C(C(=C(C(=C1C(=O)[H])OC([H])([H])[H])[H])O[H])[H])OC([H])([H])[H]
11427,11441,11441,020040734.pickle,020040734.csv,C1(=C(C(=C(C(=C1C(=O)[H])[H])[H])F)C([H])([H])[H])[H]
11428,11442,11442,020040735.pickle,020040735.csv,C1(=C(C(=C(C(=C1C#N)[H])[H])C([H])([H])[H])Cl)[H]
11429,11443,11443,020040736.pickle,020040736.csv,C1(=C(C(=C(C(=C1C(=O)N([H])[H])C(=O)N([H])[H])[H])Cl)Cl)[H]
11430,11444,11444,020040737.pickle,020040737.csv,C1(=C(C(=NC(=C1[H])[H])C(=O)O[H])[H])C(=O)O[H]
11431,11445,11445,020040739.pickle,020040739.csv,C1(=C(C(=C(C(=C1C(=C(C(=O)[H])[H])[H])[H])OC([H])([H])[H])O[H])[H])[H]
11432,11446,11446,020040740.pickle,020040740.csv,C1(=C(C(=NC(=C1O[H])C(=O)N([H])[H])[H])[H])[H]
11433,11447,11447,020040741.pickle,020040741.csv,C1(=C(C(=C(C(=C1Cl)[H])[H])C2(C(C2([H])[H])([H])[H])C(=O)O[H])[H])[H]
11434,11448,11448,020040742.pickle,020040742.csv,C1(=C(C(=C(C(=C1Cl)[H])[H])C2(C(O[H])=O)C(C(C2([H])[H])([H])[H])([H])[H])[H])[H]
11435,11449,11449,020040743.pickle,020040743.csv,C1(=C(C(=C(C(=C1Cl)[H])[H])C2(C(C(C(C2([H])[H])([H])[H])([H])[H])([H])[H])C(=O)O[H])[H])[H]
11436,11450,11450,020040744.pickle,020040744.csv,C1(=C(C(=C(C(=C1N([H])[H])F)[H])[H])F)[H]
11437,11451,11451,020040745.pickle,020040745.csv,C1(=C(C(=C(C(=C1C(=O)O[H])Br)[H])[H])[N+](=O)[O-])[H]
11438,11452,11452,020040746.pickle,020040746.csv,C1(=C(C(=C(C(=C1C(=O)O[H])F)[H])[H])[N+](=O)[O-])[H]
11439,11453,11453,020040747.pickle,020040747.csv,C1(=C(C(=C(C(=C1C(=O)O[H])[N+](=O)[O-])[H])[H])F)[H]
11440,11454,11454,020040748.pickle,020040748.csv,C1(=C(C(=C(C(=C1C(=O)O[H])[H])[H])F)[N+](=O)[O-])[H]
11441,11455,11455,020040749.pickle,020040749.csv,C1(=C(C(=C(C(=C1C(=O)[H])C([H])([H])[H])[H])[H])C([H])([H])[H])[H]
11442,11456,11456,020040750.pickle,020040750.csv,C1(=C(C(=C(C(=C1C(=O)[H])C([H])([H])[H])[H])C([H])([H])[H])[H])[H]
11443,11457,11457,020040751.pickle,020040751.csv,C1(=C(C(=C(C(=C1C(=O)[H])[H])[H])F)Br)[H]
11444,11458,11458,020040752.pickle,020040752.csv,C1(=C(C(=C(C(=C1O[H])Br)[H])[H])[H])Br
11445,11459,11459,020040753.pickle,020040753.csv,C1(=C(C(=C(C(=C1C(C(=O)O[H])([H])[H])[H])[H])O[H])[H])[H]
11446,11460,11460,020040754.pickle,020040754.csv,C1(=C(C(=C(C(=C1Cl)O[H])[H])[H])OC([H])([H])[H])[H]
11447,11461,11461,020040755.pickle,020040755.csv,C1(=C(C(=C(C(=C1C(=O)OC([H])([H])[H])[H])Cl)O[H])Cl)[H]
11448,11462,11462,020040756.pickle,020040756.csv,C1(=C(C(=C(C(=C1C(=O)OC([H])([H])[H])O[H])[H])C([H])([H])[H])[H])O[H]
11449,11463,11463,020040757.pickle,020040757.csv,C1(=C(C(=C(C(=C1C(=O)OC([H])([H])[H])[H])Br)O[H])Br)[H]
11450,11464,11464,020040758.pickle,020040758.csv,C1(=C(C(=C(C(=C1C(=O)OC([H])([H])[H])Cl)[H])Cl)F)[H]
11451,11465,11465,020040759.pickle,020040759.csv,C1(=C(C(=C(C(=C1C(=O)OC(C(C([H])([H])[H])([H])[H])([H])[H])[H])O[H])O[H])O[H])[H]
11452,11466,11466,020040760.pickle,020040760.csv,C1(=C(C(=C(C(=C1C(=O)[H])[H])O[H])OC([H])([H])[H])OC([H])([H])[H])[H]
11453,11467,11467,020040761.pickle,020040761.csv,C1(=C(C(=C(C(=C1C(=O)[H])[H])Br)OC([H])([H])[H])OC([H])([H])[H])[H]
11454,11468,11468,020040762.pickle,020040762.csv,C1(=C(C(=C(C(=C1C(=O)[H])[H])OC([H])([H])[H])OC([H])([H])[H])OC([H])([H])[H])[H]
11455,11469,11469,020040763.pickle,020040763.csv,C1(=C(C(=C(C(=C1C(=O)OC(C([H])([H])[H])([H])[H])C([H])([H])[H])[H])O[H])[H])O[H]
11456,11470,11470,020040764.pickle,020040764.csv,C1(=C(C(=C(C(=C1C(=O)OC(C([H])([H])[H])([H])[H])[H])O[H])C(=O)OC(C([H])([H])[H])([H])[H])[H])O[H]
11457,11471,11471,020040765.pickle,020040765.csv,C1(=C(C(=C(C(=C1C(=O)OC([H])([H])[H])[H])Br)C([H])([H])[H])Br)[H]
11458,11472,11472,020040766.pickle,020040766.csv,C1(=C(C(=C(C(=C1C(=O)O[H])N([H])[H])[H])OC([H])([H])[H])OC([H])([H])[H])[H]
11459,11473,11473,020040767.pickle,020040767.csv,C1(=C(C(=C(C(=C1N([H])[H])[H])Cl)O[H])Cl)[H]
11460,11474,11474,020040768.pickle,020040768.csv,C1(=C(C(=C(C(=C1C(=O)C([H])([H])[H])O[H])Cl)[H])Cl)[H]
11461,11475,11475,020040769.pickle,020040769.csv,C1(=C(C(=C(C(=C1C(=O)OC([H])([H])[H])OC([H])([H])[H])[H])N(C(=O)C([H])([H])[H])[H])Cl)[H]
11462,11476,11476,020040770.pickle,020040770.csv,C1(=C(C(=C(C(=C1C(=O)[H])O[H])OC([H])([H])[H])[H])Br)[H]
11463,11477,11477,020040771.pickle,020040771.csv,C1(=C(C(=C(C(=C1C(=O)[H])[H])OC([H])([H])[H])O[H])Br)[H]
11464,11478,11478,020040772.pickle,020040772.csv,C1(=C(C(=C(C(=C1C(=O)C([H])([H])[H])[H])OC([H])([H])[H])O[H])OC([H])([H])[H])[H]
11465,11479,11479,020040773.pickle,020040773.csv,C1(=C(C(=C(C(=C1C(=O)O[H])[H])O[H])OC([H])([H])[H])OC([H])([H])[H])[H]
11466,11480,11480,020040774.pickle,020040774.csv,C1(=C(C(=C(C(=C1C(=O)O[H])[H])OC([H])([H])[H])O[H])OC([H])([H])[H])[H]
11467,11481,11481,020040775.pickle,020040775.csv,C1(=C(C(=C(C(=C1C([H])([H])[H])Cl)[H])OC([H])([H])[H])N([H])[H])[H]
11468,11482,11482,020040776.pickle,020040776.csv,C1(=C(C(=C(C(=C1C(=O)OC([H])([H])[H])O[H])[N+](=O)[O-])[H])[N+](=O)[O-])[H]
11469,11483,11483,020040777.pickle,020040777.csv,C1(=C(C(=C(C(=C1C(=O)C([H])([H])[H])N([H])[H])[H])OC([H])([H])[H])OC([H])([H])[H])[H]
