,hnmr,graph,file,smiles
2807,020123212.csv,020123212.pickle,020123212,C(N([H])[H])(C1=C(C(=C(C(=C1[H])[H])[H])[H])[H])(C=2C(=C(C(=C(C2[H])[H])[H])[H])[H])[H]
2809,020123550.csv,020123550.pickle,020123550,C1(Br)=C(C(Br)=C(C([N+](=O)[O-])=C1[H])[H])O[H]
2810,020176752.csv,020176752.pickle,020176752,N1(N=C(N=N1)C=2C(=C(C(=C(C2[H])C3=NN(N=N3)C(C(Br)([H])[H])([H])[H])[H])[H])[H])C(C(Br)([H])[H])([H])[H]
2812,020168302.csv,020168302.pickle,020168302,N=1C2=C(C(=C(C1[H])C([H])([H])[H])[H])C(C3=C(C2=O)N(C(C(=C3[H])[H])=O)[H])=O
2813,000009668.csv,000009668.pickle,000009668,C1(=C(C(OC1([H])[H])([H])[H])[H])[H]
2814,010015782.csv,010015782.pickle,010015782,C1(C(=C(C(C1([H])[H])([H])[H])[H])[H])=O
2816,010026194.csv,010026194.pickle,010026194,C1(=C(C(=C(C(=C1[H])C(C(C(C(=C(C(=C(C2=C(C(=C(C(=C2[H])[H])F)[H])[H])[H])[H])[H])[H])=O)([H])[H])([H])[H])[H])[H])O[H])O[H]
2818,020044471.csv,020044471.pickle,020044471,C1(=C(C(=C(C(=C1[H])[N+](=O)[O-])[H])C(F)(F)F)[H])[H]
2821,020097928.csv,020097928.pickle,020097928,C(C(SC(C(C#N)([H])[H])([H])[H])([H])[H])(C#N)([H])[H]
2823,010021650.csv,010021650.pickle,010021650,C(C(C([H])([H])[H])(C(O[H])=O)C(C([H])([H])[H])(C([H])([H])[H])[H])([H])([H])[H]
2824,010022217.csv,010022217.pickle,010022217,C1(=C(C(=C(C2=C1OC(=C(C2=O)C=3C(=C(C(=C(C3[H])[H])OC([H])([H])[H])[H])[H])[H])[H])[N+](=O)[O-])O[H])C([H])([H])[H]
2825,020112707.csv,020112707.pickle,020112707,O=[N+]([O-])C1=C(C=2C(C=3C(C2C(=C1[H])[H])=C(C(=C(C3[H])[H])[H])[H])([H])[H])[H]
2827,010021728.csv,010021728.pickle,010021728,C1(=C(C(=C(C(=C1C(C2=C(C(=C(C(=C2[H])OC([H])([H])[H])OC([H])([H])[H])[H])[H])(C([H])([H])[H])C([H])([H])[H])[H])[H])OC([H])([H])[H])OC([H])([H])[H])[H]
2835,010010845.csv,010010845.pickle,010010845,C(C(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])([H])([H])[H]
2839,010021674.csv,010021674.pickle,010021674,C1(=C(C(=C(C(=C1[H])[H])N2C(C(N(C(C2([H])[H])([H])[H])C(C(F)([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])[N+]([O-])=O
2842,010021867.csv,010021867.pickle,010021867,C(C(C#CC(=O)OC(C([H])([H])[H])([H])[H])(C([H])([H])[H])C([H])([H])[H])([H])([H])[H]
2854,020174730.csv,020174730.pickle,020174730,N=1C(=C2C(=C(C1F)[H])N=C(N(C2=O)[H])[H])[H]
2858,020097659.csv,020097659.pickle,020097659,C(C(C=1C(=NC(=C(C1C([H])([H])[H])[H])[H])[H])([H])[H])([H])([H])[H]
2861,020096870.csv,020096870.pickle,020096870,C(C(C(C(OC(=O)C(Cl)([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H]
2862,020111970.csv,020111970.pickle,020111970,IC1=C(Cl)C(=C(Cl)C(=C1[H])[H])[H]
2863,010023360.csv,010023360.pickle,010023360,C=1(C(=C(C(=C(C1[H])[H])Cl)[H])[N+](=O)[O-])[H]
2866,020096476.csv,020096476.pickle,020096476,C1(=C(C(=C(C(=C1Cl)[H])C=2C(=C(C(=C(C2Cl)Cl)Cl)[H])[H])Cl)[H])[H]
2868,020101845.csv,020101845.pickle,020101845,C1(C2(C(C3(C4(C15C=6C(C(C(C6C(C(C4(C(N3C(C2(C([H])([H])[H])[H])([H])[H])([H])[H])[H])([H])[H])([H])[H])=O)([H])[H])(C(C5([H])[H])([H])[H])O[H])C([H])([H])[H])[H])([H])[H])[H])=O
2870,010022735.csv,010022735.pickle,010022735,C(C(OC1=C(C2=C(C(=C1OC(C([H])([H])[H])([H])[H])[H])C=3C(C(C(C(C3C=4C(C(C42)=O)([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])([H])([H])[H]
2875,020097636.csv,020097636.pickle,020097636,C(C(=C([H])[H])C(=O)OC(C(OC(C(OC(C(OC(=O)C(=C([H])[H])C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H]
2878,010022502.csv,010022502.pickle,010022502,C=1(C(=C(C(=C(C1OC(C(C([H])([H])[H])([H])[H])([H])[H])[H])C(OC([H])([H])[H])(OC([H])([H])[H])[H])OC(C(C([H])([H])[H])([H])[H])([H])[H])[H])C(=O)[H]
2884,010021152.csv,010021152.pickle,010021152,C1(=C(C(=C(C2=C1OC(=C(C2=O)C3=C(SC(=C3[H])[H])[H])[H])O[H])[H])O[H])[H]
2886,010021888.csv,010021888.pickle,010021888,C1(=C(C(=C(C(=C1C2=NC(C(O2)([H])[H])(C([H])([H])[H])C([H])([H])[H])Cl)[H])[H])[H])[H]
2887,010020566.csv,010020566.pickle,010020566,C=1(C([H])([H])[H])C(=C(C(=C(C1[H])[H])S(OC=2C(=C(C(=C(C2[H])[H])[N+]([O-])=O)[H])[H])(=O)=O)[H])[H]
2890,010020691.csv,010020691.pickle,010020691,C(=O)(C([H])([H])[H])C(=C(OC([H])([H])[H])[H])[H]
2895,000089228.csv,000089228.pickle,000089228,C1(=C(C(=C(C2=C1OC(C(O2)([H])[H])([H])[H])[H])[H])[H])[H]
2896,020051780.csv,020051780.pickle,020051780,C1(=C(C([H])([H])[H])[O+]=C(C(=C1C([H])([H])[H])[H])C([H])([H])[H])[H]
2897,010021889.csv,010021889.pickle,010021889,C1(OC(C(O1)([H])[H])(C(=O)OC([H])([H])[H])[H])(C(Cl)([H])[H])[H]
2899,020111984.csv,020111984.pickle,020111984,BrC(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])(C(O[H])=O)[H]
2900,020174910.csv,020174910.pickle,020174910,C=1(C(=C(C(=C(C1[H])[H])C(=C(N(C(=S)SC([H])([H])[H])[H])[H])[H])[H])[H])OS(=O)(=O)[O-]
2903,020172728.csv,020172728.pickle,020172728,O1C23C=4C(N(C5(C12C(C(=C(C3(C#CC(=C(C#C5)[H])[H])[H])OC([H])([H])[H])C(=O)O[H])(C([H])([H])[H])[H])[H])[H])=C6C(=C(C4[H])O[H])C(C7=C(C(=C(C(=C7O[H])[H])[H])O[H])C6=O)=O
2906,020096929.csv,020096929.pickle,020096929,C(C(C([H])([H])[H])(C(C(=O)O[H])(Br)[H])[H])([H])([H])[H]
2907,010014333.csv,010014333.pickle,010014333,C(=C(Cl)Cl)([H])[H]
2908,010016184.csv,010016184.pickle,010016184,C1(=C(C(=C(C2=C1C(C(N(C2([H])[H])[H])([H])[H])([H])[H])[H])[H])[H])[H]
2910,020097185.csv,020097185.pickle,020097185,C(C(C([H])([H])[H])(OC(C(C(N([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])([H])[H]
2915,020025811.csv,020025811.pickle,020025811,C1(N2C(=NC(=C1[N+](=O)[O-])C([H])([H])[H])N(C(=N2)[H])C([H])([H])[H])=O
2921,020096456.csv,020096456.pickle,020096456,C(C(C([H])([H])[H])(C(C(C(C(C([H])([H])[H])(C(C(C(C(C([H])([H])[H])(C(C(C(C(C(C([H])([H])[H])(C(C(C(C(C([H])([H])[H])(C(C(C(C(C([H])([H])[H])(C([H])([H])[H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])([H])[H])([H])[H])[H])([H])([H])[H]
2923,010021890.csv,010021890.pickle,010021890,C12=C(C(=C(C(=C1N(C(C=3N2C(=C(C3[H])[H])[H])(C4=C(C(=C(C(=C4[H])OC([H])([H])[H])OC([H])([H])[H])OC([H])([H])[H])[H])[H])[H])[H])[H])[H])[H]
2925,020096489.csv,020096489.pickle,020096489,C(C(C(=C(C(C(C([H])([H])[H])([H])[H])([H])[H])[H])[H])([H])[H])(C([H])([H])[H])([H])[H]
2927,020111961.csv,020111961.pickle,020111961,O=C=NC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
2928,020096869.csv,020096869.pickle,020096869,C1(=C(C(=C(C(=C1C(O[H])=O)[H])[H])F)[H])[H]
2931,020168585.csv,020168585.pickle,020168585,N1(C2=C(C(C(=C(C2=O)[H])Br)=O)[H])C(C(C(C1([H])[H])([H])[H])([H])[H])=O
2935,010022120.csv,010022120.pickle,010022120,C(=C(C(OC(C(C(C(=C([H])[H])[H])([H])[H])([H])[H])([H])[H])=O)[H])([H])[H]
2938,010022023.csv,010022023.pickle,010022023,C1(=C(SC(=N1)N([H])[H])[N+](=O)[O-])[H]
2942,010022719.csv,010022719.pickle,010022719,C(OC1=C(C(C(C([H])([H])[H])([H])[H])([H])[H])C(=C(OC([H])([H])[H])C(C(C(C([H])([H])[H])([H])[H])([H])[H])=C1C(=O)[H])[H])([H])([H])[H]
2946,000017453.csv,000017453.pickle,000017453,C1(C(C(C1=C([H])C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])=C([H])C3=C(C(=C(C(=C3[H])[H])[H])[H])[H])=C([H])C4=C(C(=C(C(=C4[H])[H])[H])[H])[H])=C([H])C5=C(C(=C(C(=C5[H])[H])[H])[H])[H]
2948,020167427.csv,020167427.pickle,020167427,O1C2=C(C(=C(C(=C2O[H])[H])[H])C(C(C3=C(C(=C(C(=C3C4=C(C(=C(C(=C4C(C(C5=C(C(=C1C(=C5[H])[H])[H])[H])([H])[H])([H])[H])[H])OC([H])([H])[H])[H])[H])[H])[H])O[H])[H])([H])[H])([H])[H])[H]
2950,010021643.csv,010021643.pickle,010021643,C(C(OC(=O)C(=C(Br)[H])[H])([H])[H])([H])([H])[H]
2957,020036228.csv,020036228.pickle,020036228,C1(N(C(C(C1([H])[H])([H])[H])([H])[H])C(C([H])([H])[H])([H])[H])=O
2958,010017393.csv,010017393.pickle,010017393,C(C(OC(Cl)([H])[H])([H])[H])([H])([H])[H]
2960,020101844.csv,020101844.pickle,020101844,C1(C2(C(C3(C4(C15C=6C(C(C(C6C(C(C4(C(N3C(C2(C([H])([H])[H])[H])([H])[H])([H])[H])[H])([H])[H])([H])[H])=O)([H])[H])(O[H])C(C5([H])[H])([H])[H])C([H])([H])[H])[H])([H])[H])[H])=O
2962,010022014.csv,010022014.pickle,010022014,C1(=C(C(=C(C(=C1[H])[H])N2C(C(N(C(C2([H])[H])([H])[H])S(C([H])([H])[H])(=O)=O)([H])[H])([H])[H])[H])[H])O[H]
2966,020097606.csv,020097606.pickle,020097606,C(C(C([H])([H])[H])(C([H])([H])[H])C(C(C([H])([H])[H])(C([H])([H])[H])C=1C(=C(C(=C(C1[H])[H])O[H])[H])[H])([H])[H])([H])([H])[H]
2969,010021963.csv,010021963.pickle,010021963,C1(=C(C(=C(C(=C1[H])F)[H])[H])C(=O)C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])O[H]
2973,020096449.csv,020096449.pickle,020096449,C(C(C(C([H])([H])[H])([H])[H])(C(C([H])([H])[H])([H])[H])[H])(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H]
2977,020025772.csv,020025772.pickle,020025772,C1(=NC=2N(C(=C1[H])C([H])([H])[H])N=C(N2)[H])C([H])([H])[H]
2980,010022035.csv,010022035.pickle,010022035,C12(C(C(C(OC1(C(OC(O2)(C3=C(C(=C(C(=C3[H])[H])[H])[H])[H])[H])([H])[H])[H])(SC(C(C(=O)OC([H])([H])[H])([H])[H])([H])[H])[H])(N(C(=O)OC(C(=C([H])[H])[H])([H])[H])[H])[H])(N=[N+]=[N-])[H])[H]
2981,020111967.csv,020111967.pickle,020111967,N(C(C(C([H])([H])[H])(C([H])([H])[H])[H])([H])[H])(C([H])([H])[H])[H]
2983,020097632.csv,020097632.pickle,020097632,C1(=C(C(=C(C(=C1C(=O)Cl)[H])[H])Cl)[H])[H]
2985,010021649.csv,010021649.pickle,010021649,C1(=C(C(=C(C2=C1C(C(OC3(C(N4C(C(C3(C(C4([H])[H])([H])[H])[H])([H])[H])([H])[H])([H])[H])[H])=O)=C(C2=C(C5=C(N=C(C(=C5[H])[H])[H])[H])[H])[H])[H])[H])[H])[H]
2990,010016364.csv,010016364.pickle,010016364,C(C(C(C(C([H])([H])[H])(C([H])([H])[H])[H])([H])[H])(C([H])([H])[H])[H])([H])([H])[H]
2994,020123552.csv,020123552.pickle,020123552,C1(I)=C(Cl)C(=C([N+](=O)[O-])C(=C1Cl)[H])[H]
2996,020097204.csv,020097204.pickle,020097204,C1(=C(C(=C(C(=C1[H])C(=O)Cl)Cl)[H])[H])[H]
3001,010022734.csv,010022734.pickle,010022734,C(C(C(C(C(C(OC1=C(C(OC(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])=C(C(=C1[H])C(OC2=C(C(C(Br)([H])[H])=C(C(OC(C=3C(=C(OC(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])C(=C(OC(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])C3[H])[H])[H])([H])[H])=C2[H])[H])[H])([H])[H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])([H])[H]
3004,020111969.csv,020111969.pickle,020111969,BrC1=C(C(Cl)=C(Cl)C(=C1[H])[H])[H]
3005,010022025.csv,010022025.pickle,010022025,C1(=C(C(=C(C(=C1[H])[H])C(=C(C(=O)O[H])[H])C([H])([H])[H])[H])[H])F
3008,020173506.csv,020173506.pickle,020173506,O1C(C(C(C(C1(C([H])([H])[H])[H])(OC(=O)C(=C(C=2C(=C(C(=C(C2[H])[H])O[H])[H])[H])[H])[H])[H])(O[H])[H])(OC(=O)C(=C(C=3C(=C(C(=C(C3[H])[H])O[H])[H])[H])[H])[H])[H])(OC4(C5(C(C6(C4(O6)[H])C(O[H])([H])[H])(C(OC(=C5[H])[H])(OC7(C(C(C(C(O7)(C(O[H])([H])[H])[H])(O[H])[H])(O[H])[H])(O[H])[H])[H])[H])[H])[H])[H])[H]
3011,010021996.csv,010021996.pickle,010021996,C1(=C(C(=C(C(=C1[H])[H])C(=C(C2=C(C(=C(C(=C2[H])[H])C(=C(C3=C(C(=C(C(=C3[H])[H])C(=C(C4=C(C(=C(C(=C4[H])[H])N(C(C(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])C(C(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])([H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])[H])C#N
3012,020143590.csv,020143590.pickle,020143590,C1(=C(C(=C(C2=C1C(=C(C(=C2[H])[H])[H])N([H])[H])O[H])[H])S(O[H])(=O)=O)[H]
3015,020037755.csv,020037755.pickle,020037755,C=1(C(=C(C(=C(C1[H])[H])OC([H])([H])[H])[N+](=O)[O-])[H])[N+](=O)[O-]
3017,020055532.csv,020055532.pickle,020055532,C1(C(C(O1)=C(C([H])([H])[H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])=O
3020,020097237.csv,020097237.pickle,020097237,C1(=C(C(=C(C(=C1[H])[H])[Si](C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])(Cl)Cl)[H])[H])[H]
3023,020027727.csv,020027727.pickle,020027727,C=1(C(=C(C(=C(C1[H])[H])Cl)[H])[H])Br
3024,010008491.csv,010008491.pickle,010008491,BrC(C(C(C(O[H])=O)([H])[H])=O)([H])[H]
3025,010022065.csv,010022065.pickle,010022065,C1(OC(C2(C(C1(O[H])[H])(OC(O2)(C([H])([H])[H])C([H])([H])[H])[H])[H])(C(O[Si](C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])(C3=C(C(=C(C(=C3[H])[H])[H])[H])[H])C4=C(C(=C(C(=C4[H])[H])[H])[H])[H])([H])[H])[H])(SC(C([H])([H])[H])([H])[H])[H]
3027,020097190.csv,020097190.pickle,020097190,C1(=C(C(=C(C(=C1[H])[H])C=2C(=C(C3=C(C(=C(C(=C3C2[H])[H])[H])[H])[H])[H])[H])[H])[H])[H]
3029,020143239.csv,020143239.pickle,020143239,C=1(C(=C(C(=C(C1O[H])[H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])O[H]
3030,010021702.csv,010021702.pickle,010021702,C([H])#CC(C(C1=C(C(=C(C(=C1[H])[H])[H])[H])[H])([H])[H])([H])[H]
3031,010023858.csv,010023858.pickle,010023858,C1(=C(C(=C(C2=C1C3(C(S2(=O)=O)(C(C4=C(C(=C(C(=C4C([H])([H])[H])[H])C([H])([H])[H])[H])C([H])([H])[H])=NO3)[H])[H])[H])[H])[H])[H]
3034,020172771.csv,020172771.pickle,020172771,C1(C(=C(C1=O)N(C(C([H])([H])[H])([H])[H])C(C([H])([H])[H])([H])[H])C2=C(C(=C(C(=C2[H])[H])[H])[H])[H])=S
3039,010021854.csv,010021854.pickle,010021854,C1(=C(C(=C(C(=C1[H])[H])N2C(C(=C(C2=O)[H])[H])=O)[H])[H])O[H]
3040,010021878.csv,010021878.pickle,010021878,C1(=C(C(=C(C2=C1C(=C(C(=C2[H])[H])C3=NC(C(O3)([H])[H])(C([H])([H])[H])C([H])([H])[H])[H])[H])[H])[H])[H]
3042,020143238.csv,020143238.pickle,020143238,C1(=C(C(=C(C(=C1[H])OC(C([H])([H])[H])([H])[H])[H])[H])[H])OC(C([H])([H])[H])([H])[H]
3045,010021633.csv,010021633.pickle,010021633,C(#N)C(N1C=2C(=C(C(=C(C2C=3C1=C(C(=C(C3[H])[H])[H])[H])[H])[H])[H])[H])([H])[H]
3049,020106330.csv,020106330.pickle,020106330,C1(=C(C(=C2C(=C1[H])C(C3=C(N2C([H])([H])[H])C4=C(C(=C3O[H])[H])OC(C4([H])[H])(C(C([H])([H])[H])(C(O[H])([H])[H])OC5(OC(C(C(O[H])(C5(O[H])[H])[H])(O[H])[H])(C(O[H])([H])[H])[H])[H])[H])=O)[H])[H])[H]
3050,010022757.csv,010022757.pickle,010022757,C1(=C(C(=C(C(=C1[H])C(=C(C2=C(C(=NC(=C2[H])[H])[H])[H])[H])[H])[H])[H])C(=C(C3=C(C(=NC(=C3[H])[H])[H])[H])[H])[H])[H]
3053,000010260.csv,000010260.pickle,000010260,C=1(C(=C(C(=C(C1C2=C(C(=C(C(=C2[H])[H])C#N)[H])[H])[H])[H])C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])[H]
3054,020096448.csv,020096448.pickle,020096448,C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])(C([H])([H])[H])[H]
3055,020097918.csv,020097918.pickle,020097918,C1(=C(C(=C2C(=C(C(=C(C2=C1[H])[H])[H])C(O[H])([H])[H])[H])[H])[H])[H]
3058,020173977.csv,020173977.pickle,020173977,S1C(=C(C(=C1[H])[H])[H])C(=S)N(C2=C(C(=C(C(=C2C(=O)O[H])[H])[H])[H])[H])[H]
3059,010022084.csv,010022084.pickle,010022084,C1(=C(C(=C(C(=C1[H])[N+](=O)[O-])OC(C([H])([H])[H])(C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])[H])C(=O)O[H]
3063,020097619.csv,020097619.pickle,020097619,C1(=C(C(=C(N=C1[H])[H])C(N(N([H])[H])[H])=O)[H])[H]
3065,010021611.csv,010021611.pickle,010021611,C1([H])([H])C2(C(C([H])([H])[H])(C([H])([H])[H])C1(C([H])([H])C([H])([H])C2(N([H])[H])[H])[H])[H]
3069,020143614.csv,020143614.pickle,020143614,C(O[Si](C(C(=C([H])[H])[H])([H])[H])(OC(C([H])([H])[H])([H])[H])OC(C([H])([H])[H])([H])[H])(C([H])([H])[H])([H])[H]
3073,020020606.csv,020020606.pickle,020020606,C1(N(C(C(C1([H])[H])(C([H])([H])[H])[H])(C=2C(=C(C(=C(C2[H])[H])[H])[H])[H])C#N)C3=C(C(=C(C(=C3[H])[H])[H])[H])[H])(O[H])[H]
3074,020123551.csv,020123551.pickle,020123551,C(C1=C(C([N+]([O-])=O)=C([N+](=O)[O-])C(=C1[H])[H])[H])([H])([H])[H]
3079,000074267.csv,000074267.pickle,000074267,C1(C(C(C(C(C1([H])[H])([H])[H])(C(=O)OC([H])([H])[H])[H])([H])[H])([H])[H])([H])[H]
3083,010022745.csv,010022745.pickle,010022745,C(C(OC(=O)C(C=1N=C(N2C(=C(C(=C2[H])[H])[H])[H])SC1[H])([H])[H])([H])[H])([H])([H])[H]
3088,010008332.csv,010008332.pickle,010008332,C(Cl)(C#C[H])([H])[H]
3090,010023191.csv,010023191.pickle,010023191,C1(=C(C(=C(C(=C1C(C#N)(N(C([H])([H])[H])[H])[H])Cl)[H])[H])[H])Cl
3092,020112689.csv,020112689.pickle,020112689,O(C(C(C([H])([H])[H])(C([H])([H])[H])[H])([H])[H])C(OC1(C(C(C2(C([H])([H])[H])C3(C(C4(C(C([H])([H])[H])(C(C(C(C(C(C(C([H])([H])[H])(C([H])([H])[H])[H])([H])[H])([H])[H])([H])[H])(C([H])([H])[H])[H])(C(C4([H])[H])([H])[H])[H])C(C3([H])[H])([H])[H])[H])(C(C(=C2C1([H])[H])[H])([H])[H])[H])[H])([H])[H])([H])[H])[H])=O
3093,020111983.csv,020111983.pickle,020111983,O(C(OC(=O)C([H])([H])[H])(C([H])([H])[H])[H])C(=O)C([H])([H])[H]
3098,010021766.csv,010021766.pickle,010021766,C1(=C(C(=C(C(=C1[H])[H])C2=C(C(=C(C(=C2[H])[H])OC(=O)C([H])([H])[H])[H])[H])[H])[H])OC(C(C(C(C(C(C(C(C(C(=C([H])[H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H]
3099,020096512.csv,020096512.pickle,020096512,C1(=C(C(=C(C(=C1[H])C(O[H])=O)C([O-])=O)[H])[H])[H]
3101,010021962.csv,010021962.pickle,010021962,C1(=C(C(=C(C(=C1[H])C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])C(=C(C2=C(C(=C(C(=C2[H])C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])Br)[H])C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])[H])C(C(C(C(C(C([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H]
3102,020171824.csv,020171824.pickle,020171824,N12C=3C(C4(C(C(N5C16C4(C(C(C6(C(=C(C5([H])[H])[H])[H])C(C2=O)([H])[H])([H])[H])([H])[H])[H])([H])[H])([H])[H])[H])=C(C(=C(C3[H])OC([H])([H])[H])[H])[H]
3111,010022751.csv,010022751.pickle,010022751,[H]N([H])C(=O)N([H])N=C(C([H])([H])[H])C(C(C1=C([Se]N=N1)[H])([H])[H])([H])[H]
3112,000020989.csv,000020989.pickle,000020989,C=1(C(=C(C(=C(C1[H])[N+](=O)[O-])[H])[N+](=O)[O-])[H])C#N
3115,010021768.csv,010021768.pickle,010021768,C1(=C(C(=C(C(=C1[H])[H])C(=O)N(C(C(C([H])([H])[H])(C([H])([H])[H])[H])([H])[H])[H])[H])[H])N(C(=O)C(SC(=O)C([H])([H])[H])([H])[H])[H]
3119,020097207.csv,020097207.pickle,020097207,C1(=C(C(=C(C(=C1[N+]([H])([H])[H])[H])[H])Cl)[H])[H]
3125,020052511.csv,020052511.pickle,020052511,C=1(N(C(=C(C1[S+]2C(C(C(C2([H])[H])([H])[H])([H])[H])([H])[H])[H])[H])[H])[H]
3128,010022121.csv,010022121.pickle,010022121,C1(=C(C(=C(C2=C1OC(=C(C2=O)C3=C(C(=C(C(=C3[H])[H])OC([H])([H])[H])[H])[H])[H])[H])[H])O[H])C([H])([H])[H]
3132,020101094.csv,020101094.pickle,020101094,C1(=C(C(=C(C(=C1C=2C(=C(C(N(C2[H])[H])=O)C3([H])OC(C(C(C3([H])[H])([H])[H])([H])C([H])([H])[H])([H])C(=C(C(C(C(C(C([H])([H])[H])([H])[H])(C([H])([H])[H])[H])([H])[H])(C([H])([H])[H])[H])[H])C([H])([H])[H])O[H])[H])[H])O[H])[H])[H]
3133,000011015.csv,000011015.pickle,000011015,C(C(Cl)(Cl)Cl)(Cl)([H])[H]
3134,010016648.csv,010016648.pickle,010016648,C(C#CC(O[H])([H])[H])([H])([H])[H]
3136,020170643.csv,020170643.pickle,020170643,S1C(=C(C(=C1[H])[H])[H])C=2N(C(C=3C(N2)=C(C(=C(C3[H])[H])[H])[H])=O)N([H])[H]
3137,020054774.csv,020054774.pickle,020054774,C1(C(N(C(=C2C1=C(C(=C2C(=O)[H])[H])[H])[H])C([H])([H])[H])([H])[H])(C([H])([H])[H])[H]
3142,010022743.csv,010022743.pickle,010022743,C(C(N1C2=C(C(C(C3=C(C(=C(C(=C13)[H])[H])[H])[H])([H])[H])([H])[H])C(=C(C(=C2[H])[H])[H])[H])([H])[H])([H])([H])[H]
3144,010025606.csv,010025606.pickle,010025606,C=1(N2C(=NC(C1[H])=O)SC(=N2)N(C3=C(C(=C(C(=C3[H])[H])[H])[H])[H])[H])C([H])([H])[H]
3145,020096506.csv,020096506.pickle,020096506,C(C(C([H])([H])[H])(C(C(Br)([H])[H])([H])[H])[H])([H])([H])[H]
3149,010022209.csv,010022209.pickle,010022209,C12(C(OC(C(C1(OS(=O)(=O)C([H])([H])[H])[H])(N([H])C(=O)OC(C(=C([H])[H])[H])([H])[H])[H])(OC(C(C(C(C(C(=O)OC([H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])([H])[H])[H])(C(OC(O2)(C3=C(C(=C(C(=C3[H])[H])[H])[H])[H])[H])([H])[H])[H])[H]
3150,020097249.csv,020097249.pickle,020097249,C(C1=C(C(=C(C(=C1N(C(N(C2=C(C(=C(C(=C2C([H])([H])[H])[H])[H])[H])[H])[H])=S)[H])[H])[H])[H])[H])([H])([H])[H]
3151,010019871.csv,010019871.pickle,010019871,C1(=C(C(=C(C2=C1C(=C(C(=C2S(=O)(=O)N(C(C(C(C([H])([H])[H])(C([H])([H])[H])[H])([H])[H])(C(=O)O[H])[H])[H])[H])[H])[H])[H])[H])[H])N(C([H])([H])[H])C([H])([H])[H]
3152,010022288.csv,010022288.pickle,010022288,C1(=C(C(=C(C(=C1[H])[H])C#CC=2C(=C(C(=C(C2[H])[H])C(=O)O[H])[H])[H])[H])[H])C(=O)O[H]
3154,010016436.csv,010016436.pickle,010016436,C(=C(C(=C([H])[H])[H])[H])(C([H])([H])[H])[H]
3162,010022040.csv,010022040.pickle,010022040,C1(=C(C(=C(C2=C1N=C(S2)[H])[H])OC(C([H])([H])[H])(C([H])([H])[H])[H])[H])[H]
3168,020097552.csv,020097552.pickle,020097552,C1(=C(C(=C(C(=C1OC(C([H])([H])[H])([H])[H])[H])[H])I)[H])[H]
